row	col	val1
Eubacterium_sp_14_2	Bacteroides_intestinalis	NA
Acetatifactor_muris	Bacteroides_intestinalis	NA
Dorea_sp_5_2	Bacteroides_intestinalis	NA
Clostridium_symbiosum	Bacteroides_intestinalis	NA
Eubacterium_rectale	Bacteroides_intestinalis	NA
Lachnospiraceae_bacterium_10_1	Bacteroides_intestinalis	NA
Lachnospiraceae_bacterium_28_4	Bacteroides_intestinalis	NA
Lachnospiraceae_bacterium_3_1	Bacteroides_intestinalis	NA
Lachnospiraceae_bacterium_3_2	Bacteroides_intestinalis	NA
Lachnospiraceae_bacterium_A2	Bacteroides_intestinalis	NA
Lachnospiraceae_bacterium_A4	Bacteroides_intestinalis	NA
Lachnospiraceae_bacterium_COE1	Bacteroides_intestinalis	NA
Lachnospiraceae_bacterium_M18_1	Bacteroides_intestinalis	NA
Oscillibacter_sp_1_3	Bacteroides_intestinalis	NA
Romboutsia_ilealis	Bacteroides_intestinalis	NA
Acutalibacter_muris	Bacteroides_intestinalis	NA
Anaerotruncus_sp_G3_2012	Bacteroides_intestinalis	NA
Ruthenibacterium_lactatiformans	Bacteroides_intestinalis	NA
Clostridium_cocleatum	Bacteroides_intestinalis	NA
Clostridium_innocuum	Bacteroides_intestinalis	NA
Faecalibaculum_rodentium	Bacteroides_intestinalis	NA
Ileibacterium_valens	Bacteroides_intestinalis	NA
Firmicutes_bacterium_ASF500	Bacteroides_intestinalis	NA
Parasutterella_excrementihominis	Bacteroides_intestinalis	NA
Turicimonas_muris	Bacteroides_intestinalis	NA
Desulfovibrionaceae_bacterium	Bacteroides_intestinalis	NA
Helicobacter_apodemus	Bacteroides_intestinalis	NA
Helicobacter_cinaedi	Bacteroides_intestinalis	NA
Helicobacter_ganmani	Bacteroides_intestinalis	NA
Helicobacter_hepaticus	Bacteroides_intestinalis	NA
Helicobacter_magdeburgensis	Bacteroides_intestinalis	NA
Helicobacter_typhlonius	Bacteroides_intestinalis	NA
Enterobacter_cloacae_complex	Bacteroides_intestinalis	NA
Escherichia_coli	Bacteroides_intestinalis	NA
Proteus_hauseri	Bacteroides_intestinalis	NA
Proteus_mirabilis	Bacteroides_intestinalis	NA
Acinetobacter_baumannii	Bacteroides_intestinalis	NA
Proteobacteria_bacterium_CAG_139	Bacteroides_intestinalis	NA
Akkermansia_muciniphila	Bacteroides_intestinalis	NA
Bacteroides_ovatus	Bacteroides_massiliensis	NA
Bacteroides_sartorii	Bacteroides_massiliensis	NA
Bacteroides_stercorirosoris	Bacteroides_massiliensis	NA
Bacteroides_thetaiotaomicron	Bacteroides_massiliensis	NA
Bacteroides_uniformis	Bacteroides_massiliensis	NA
Bacteroides_vulgatus	Bacteroides_massiliensis	NA
Bacteroides_xylanisolvens	Bacteroides_massiliensis	NA
Muribaculaceae_bacterium_DSM_103720	Bacteroides_massiliensis	NA
Muribaculum_intestinale	Bacteroides_massiliensis	NA
Butyricimonas_virosa	Bacteroides_massiliensis	NA
Prevotella_sp_MGM2	Bacteroides_massiliensis	NA
Alistipes_indistinctus	Bacteroides_massiliensis	NA
Alistipes_shahii	Bacteroides_massiliensis	NA
Alistipes_timonensis	Bacteroides_massiliensis	NA
Parabacteroides_distasonis	Bacteroides_massiliensis	NA
Parabacteroides_goldsteinii	Bacteroides_massiliensis	NA
Parabacteroides_johnsonii	Bacteroides_massiliensis	NA
Parabacteroides_merdae	Bacteroides_massiliensis	NA
Mucispirillum_schaedleri	Bacteroides_massiliensis	NA
Jeotgalicoccus_halotolerans	Bacteroides_massiliensis	NA
Staphylococcus_aureus	Bacteroides_massiliensis	NA
Staphylococcus_lentus	Bacteroides_massiliensis	NA
Staphylococcus_nepalensis	Bacteroides_massiliensis	NA
Staphylococcus_sciuri	Bacteroides_massiliensis	NA
Staphylococcus_vitulinus	Bacteroides_massiliensis	NA
Staphylococcus_xylosus	Bacteroides_massiliensis	NA
Aerococcaceae_bacterium	Bacteroides_massiliensis	NA
Enterococcus_faecalis	Bacteroides_massiliensis	NA
Enterococcus_gallinarum	Bacteroides_massiliensis	NA
Enterococcus_hirae	Bacteroides_massiliensis	NA
Lactobacillus_intestinalis	Bacteroides_massiliensis	NA
Lactobacillus_johnsonii	Bacteroides_massiliensis	NA
Lactobacillus_murinus	Bacteroides_massiliensis	NA
Lactobacillus_reuteri	Bacteroides_massiliensis	NA
Lactobacillus_taiwanensis	Bacteroides_massiliensis	NA
Streptococcus_acidominimus	Bacteroides_massiliensis	NA
Clostridium_sp_ASF356	Bacteroides_massiliensis	NA
Clostridium_sp_ASF502	Bacteroides_massiliensis	NA
Eubacterium_plexicaudatum	Bacteroides_massiliensis	NA
Eubacterium_sp_14_2	Bacteroides_massiliensis	NA
Acetatifactor_muris	Bacteroides_massiliensis	NA
Dorea_sp_5_2	Bacteroides_massiliensis	NA
Clostridium_symbiosum	Bacteroides_massiliensis	NA
Eubacterium_rectale	Bacteroides_massiliensis	NA
Lachnospiraceae_bacterium_10_1	Bacteroides_massiliensis	NA
Lachnospiraceae_bacterium_28_4	Bacteroides_massiliensis	NA
Lachnospiraceae_bacterium_3_1	Bacteroides_massiliensis	NA
Lachnospiraceae_bacterium_3_2	Bacteroides_massiliensis	NA
Lachnospiraceae_bacterium_A2	Bacteroides_massiliensis	NA
Lachnospiraceae_bacterium_A4	Bacteroides_massiliensis	NA
Lachnospiraceae_bacterium_COE1	Bacteroides_massiliensis	NA
Lachnospiraceae_bacterium_M18_1	Bacteroides_massiliensis	NA
Oscillibacter_sp_1_3	Bacteroides_massiliensis	NA
Romboutsia_ilealis	Bacteroides_massiliensis	NA
Acutalibacter_muris	Bacteroides_massiliensis	NA
Anaerotruncus_sp_G3_2012	Bacteroides_massiliensis	NA
Ruthenibacterium_lactatiformans	Bacteroides_massiliensis	NA
Clostridium_cocleatum	Bacteroides_massiliensis	NA
Clostridium_innocuum	Bacteroides_massiliensis	NA
Faecalibaculum_rodentium	Bacteroides_massiliensis	NA
Ileibacterium_valens	Bacteroides_massiliensis	NA
Firmicutes_bacterium_ASF500	Bacteroides_massiliensis	NA
Parasutterella_excrementihominis	Bacteroides_massiliensis	NA
Turicimonas_muris	Bacteroides_massiliensis	NA
Desulfovibrionaceae_bacterium	Bacteroides_massiliensis	NA
Helicobacter_apodemus	Bacteroides_massiliensis	NA
Helicobacter_cinaedi	Bacteroides_massiliensis	NA
Helicobacter_ganmani	Bacteroides_massiliensis	NA
Helicobacter_hepaticus	Bacteroides_massiliensis	NA
Helicobacter_magdeburgensis	Bacteroides_massiliensis	NA
Helicobacter_typhlonius	Bacteroides_massiliensis	NA
Enterobacter_cloacae_complex	Bacteroides_massiliensis	NA
Escherichia_coli	Bacteroides_massiliensis	NA
Proteus_hauseri	Bacteroides_massiliensis	NA
Proteus_mirabilis	Bacteroides_massiliensis	NA
Acinetobacter_baumannii	Bacteroides_massiliensis	NA
Proteobacteria_bacterium_CAG_139	Bacteroides_massiliensis	NA
Akkermansia_muciniphila	Bacteroides_massiliensis	NA
Bacteroides_sartorii	Bacteroides_ovatus	0.280849301
Bacteroides_stercorirosoris	Bacteroides_ovatus	NA
Bacteroides_thetaiotaomicron	Bacteroides_ovatus	0.042329808
Bacteroides_uniformis	Bacteroides_ovatus	0.288508467
Bacteroides_vulgatus	Bacteroides_ovatus	0.332248544
Bacteroides_xylanisolvens	Bacteroides_ovatus	0.411281709
Muribaculaceae_bacterium_DSM_103720	Bacteroides_ovatus	0.696247319
Muribaculum_intestinale	Bacteroides_ovatus	NA
Butyricimonas_virosa	Bacteroides_ovatus	NA
Prevotella_sp_MGM2	Bacteroides_ovatus	0.114550794
Alistipes_indistinctus	Bacteroides_ovatus	0.625174665
Alistipes_shahii	Bacteroides_ovatus	0.071300483
Alistipes_timonensis	Bacteroides_ovatus	NA
Parabacteroides_distasonis	Bacteroides_ovatus	0.731519044
Parabacteroides_goldsteinii	Bacteroides_ovatus	0.499473951
Parabacteroides_johnsonii	Bacteroides_ovatus	NA
Parabacteroides_merdae	Bacteroides_ovatus	NA
Mucispirillum_schaedleri	Bacteroides_ovatus	0.069500061
Jeotgalicoccus_halotolerans	Bacteroides_ovatus	NA
Staphylococcus_aureus	Bacteroides_ovatus	NA
Staphylococcus_lentus	Bacteroides_ovatus	0.864681083
Staphylococcus_nepalensis	Bacteroides_ovatus	0.864681083
Staphylococcus_sciuri	Bacteroides_ovatus	0.636910212
Staphylococcus_vitulinus	Bacteroides_ovatus	0.530697227
Staphylococcus_xylosus	Bacteroides_ovatus	NA
Aerococcaceae_bacterium	Bacteroides_ovatus	NA
Enterococcus_faecalis	Bacteroides_ovatus	NA
Enterococcus_gallinarum	Bacteroides_ovatus	NA
Enterococcus_hirae	Bacteroides_ovatus	NA
Lactobacillus_intestinalis	Bacteroides_ovatus	NA
Lactobacillus_johnsonii	Bacteroides_ovatus	0.461602949
Lactobacillus_murinus	Bacteroides_ovatus	0.202172824
Lactobacillus_reuteri	Bacteroides_ovatus	0.559464323
Lactobacillus_taiwanensis	Bacteroides_ovatus	NA
Streptococcus_acidominimus	Bacteroides_ovatus	NA
Clostridium_sp_ASF356	Bacteroides_ovatus	0.846746839
Clostridium_sp_ASF502	Bacteroides_ovatus	0.799979495
Eubacterium_plexicaudatum	Bacteroides_ovatus	0.017932404
Eubacterium_sp_14_2	Bacteroides_ovatus	0.500937714
Acetatifactor_muris	Bacteroides_ovatus	0.007203644
Dorea_sp_5_2	Bacteroides_ovatus	0.235232335
Clostridium_symbiosum	Bacteroides_ovatus	NA
Eubacterium_rectale	Bacteroides_ovatus	NA
Lachnospiraceae_bacterium_10_1	Bacteroides_ovatus	NA
Lachnospiraceae_bacterium_28_4	Bacteroides_ovatus	0.397975923
Lachnospiraceae_bacterium_3_1	Bacteroides_ovatus	3.16e-05
Lachnospiraceae_bacterium_3_2	Bacteroides_ovatus	0.136610819
Lachnospiraceae_bacterium_A2	Bacteroides_ovatus	0.717328234
Lachnospiraceae_bacterium_A4	Bacteroides_ovatus	0.914637966
Lachnospiraceae_bacterium_COE1	Bacteroides_ovatus	0.65886999
Lachnospiraceae_bacterium_M18_1	Bacteroides_ovatus	0.587780197
Oscillibacter_sp_1_3	Bacteroides_ovatus	0.024421781
Romboutsia_ilealis	Bacteroides_ovatus	NA
Acutalibacter_muris	Bacteroides_ovatus	0.033859305
Anaerotruncus_sp_G3_2012	Bacteroides_ovatus	0.651315947
Ruthenibacterium_lactatiformans	Bacteroides_ovatus	0.776284251
Clostridium_cocleatum	Bacteroides_ovatus	0.063780889
Clostridium_innocuum	Bacteroides_ovatus	NA
Faecalibaculum_rodentium	Bacteroides_ovatus	0.466293538
Ileibacterium_valens	Bacteroides_ovatus	NA
Firmicutes_bacterium_ASF500	Bacteroides_ovatus	0.038288509
Parasutterella_excrementihominis	Bacteroides_ovatus	0.150685908
Turicimonas_muris	Bacteroides_ovatus	NA
Desulfovibrionaceae_bacterium	Bacteroides_ovatus	NA
Helicobacter_apodemus	Bacteroides_ovatus	NA
Helicobacter_cinaedi	Bacteroides_ovatus	NA
Helicobacter_ganmani	Bacteroides_ovatus	0.015096433
Helicobacter_hepaticus	Bacteroides_ovatus	0.022567571
Helicobacter_magdeburgensis	Bacteroides_ovatus	NA
Helicobacter_typhlonius	Bacteroides_ovatus	0.001447024
Enterobacter_cloacae_complex	Bacteroides_ovatus	NA
Escherichia_coli	Bacteroides_ovatus	0.038047834
Proteus_hauseri	Bacteroides_ovatus	NA
Proteus_mirabilis	Bacteroides_ovatus	0.204885653
Acinetobacter_baumannii	Bacteroides_ovatus	NA
Proteobacteria_bacterium_CAG_139	Bacteroides_ovatus	NA
Akkermansia_muciniphila	Bacteroides_ovatus	0.690351715
Bacteroides_stercorirosoris	Bacteroides_sartorii	NA
Bacteroides_thetaiotaomicron	Bacteroides_sartorii	0.494541948
Bacteroides_uniformis	Bacteroides_sartorii	0.000846797
Bacteroides_vulgatus	Bacteroides_sartorii	1.11e-10
Bacteroides_xylanisolvens	Bacteroides_sartorii	0.754857891
Muribaculaceae_bacterium_DSM_103720	Bacteroides_sartorii	0.671405266
Muribaculum_intestinale	Bacteroides_sartorii	NA
Butyricimonas_virosa	Bacteroides_sartorii	NA
Prevotella_sp_MGM2	Bacteroides_sartorii	0.004693641
Alistipes_indistinctus	Bacteroides_sartorii	0.585577404
Alistipes_shahii	Bacteroides_sartorii	0.075829127
Alistipes_timonensis	Bacteroides_sartorii	NA
Parabacteroides_distasonis	Bacteroides_sartorii	0.017697382
Parabacteroides_goldsteinii	Bacteroides_sartorii	0.145116903
Parabacteroides_johnsonii	Bacteroides_sartorii	NA
Parabacteroides_merdae	Bacteroides_sartorii	NA
Mucispirillum_schaedleri	Bacteroides_sartorii	0.576766433
Jeotgalicoccus_halotolerans	Bacteroides_sartorii	NA
Staphylococcus_aureus	Bacteroides_sartorii	NA
Staphylococcus_lentus	Bacteroides_sartorii	0.231353704
Staphylococcus_nepalensis	Bacteroides_sartorii	0.231353704
Staphylococcus_sciuri	Bacteroides_sartorii	0.88416945
Staphylococcus_vitulinus	Bacteroides_sartorii	0.395644083
Staphylococcus_xylosus	Bacteroides_sartorii	NA
Aerococcaceae_bacterium	Bacteroides_sartorii	NA
Enterococcus_faecalis	Bacteroides_sartorii	NA
Enterococcus_gallinarum	Bacteroides_sartorii	NA
Enterococcus_hirae	Bacteroides_sartorii	NA
Lactobacillus_intestinalis	Bacteroides_sartorii	NA
Lactobacillus_johnsonii	Bacteroides_sartorii	0.000254354
Lactobacillus_murinus	Bacteroides_sartorii	0.094103011
Lactobacillus_reuteri	Bacteroides_sartorii	0.238803956
Lactobacillus_taiwanensis	Bacteroides_sartorii	NA
Streptococcus_acidominimus	Bacteroides_sartorii	NA
Clostridium_sp_ASF356	Bacteroides_sartorii	0.362717881
Clostridium_sp_ASF502	Bacteroides_sartorii	0.033351536
Eubacterium_plexicaudatum	Bacteroides_sartorii	0.786958665
Eubacterium_sp_14_2	Bacteroides_sartorii	0.211459149
Acetatifactor_muris	Bacteroides_sartorii	0.230050053
Dorea_sp_5_2	Bacteroides_sartorii	0.789194592
Clostridium_symbiosum	Bacteroides_sartorii	NA
Eubacterium_rectale	Bacteroides_sartorii	NA
Lachnospiraceae_bacterium_10_1	Bacteroides_sartorii	NA
Lachnospiraceae_bacterium_28_4	Bacteroides_sartorii	0.647625897
Lachnospiraceae_bacterium_3_1	Bacteroides_sartorii	0.738681331
Lachnospiraceae_bacterium_3_2	Bacteroides_sartorii	0.967175121
Lachnospiraceae_bacterium_A2	Bacteroides_sartorii	0.810385755
Lachnospiraceae_bacterium_A4	Bacteroides_sartorii	0.16515682
Lachnospiraceae_bacterium_COE1	Bacteroides_sartorii	0.065754326
Lachnospiraceae_bacterium_M18_1	Bacteroides_sartorii	0.377535468
Oscillibacter_sp_1_3	Bacteroides_sartorii	0.12005068
Romboutsia_ilealis	Bacteroides_sartorii	NA
Acutalibacter_muris	Bacteroides_sartorii	0.16292027
Anaerotruncus_sp_G3_2012	Bacteroides_sartorii	0.726907646
Ruthenibacterium_lactatiformans	Bacteroides_sartorii	0.231353704
Clostridium_cocleatum	Bacteroides_sartorii	0.562588659
Clostridium_innocuum	Bacteroides_sartorii	NA
Faecalibaculum_rodentium	Bacteroides_sartorii	0.005510748
Ileibacterium_valens	Bacteroides_sartorii	NA
Firmicutes_bacterium_ASF500	Bacteroides_sartorii	0.670203883
Parasutterella_excrementihominis	Bacteroides_sartorii	0.076675514
Turicimonas_muris	Bacteroides_sartorii	NA
Desulfovibrionaceae_bacterium	Bacteroides_sartorii	NA
Helicobacter_apodemus	Bacteroides_sartorii	NA
Helicobacter_cinaedi	Bacteroides_sartorii	NA
Helicobacter_ganmani	Bacteroides_sartorii	0.65947492
Helicobacter_hepaticus	Bacteroides_sartorii	0.153950469
Helicobacter_magdeburgensis	Bacteroides_sartorii	NA
Helicobacter_typhlonius	Bacteroides_sartorii	0.590477078
Enterobacter_cloacae_complex	Bacteroides_sartorii	NA
Escherichia_coli	Bacteroides_sartorii	0.284022268
Proteus_hauseri	Bacteroides_sartorii	NA
Proteus_mirabilis	Bacteroides_sartorii	0.534589973
Acinetobacter_baumannii	Bacteroides_sartorii	NA
Proteobacteria_bacterium_CAG_139	Bacteroides_sartorii	NA
Akkermansia_muciniphila	Bacteroides_sartorii	0.094322584
Bacteroides_thetaiotaomicron	Bacteroides_stercorirosoris	NA
Bacteroides_uniformis	Bacteroides_stercorirosoris	NA
Bacteroides_vulgatus	Bacteroides_stercorirosoris	NA
Bacteroides_xylanisolvens	Bacteroides_stercorirosoris	NA
Muribaculaceae_bacterium_DSM_103720	Bacteroides_stercorirosoris	NA
Muribaculum_intestinale	Bacteroides_stercorirosoris	NA
Butyricimonas_virosa	Bacteroides_stercorirosoris	NA
Prevotella_sp_MGM2	Bacteroides_stercorirosoris	NA
Alistipes_indistinctus	Bacteroides_stercorirosoris	NA
Alistipes_shahii	Bacteroides_stercorirosoris	NA
Alistipes_timonensis	Bacteroides_stercorirosoris	NA
Parabacteroides_distasonis	Bacteroides_stercorirosoris	NA
Parabacteroides_goldsteinii	Bacteroides_stercorirosoris	NA
Parabacteroides_johnsonii	Bacteroides_stercorirosoris	NA
Parabacteroides_merdae	Bacteroides_stercorirosoris	NA
Mucispirillum_schaedleri	Bacteroides_stercorirosoris	NA
Jeotgalicoccus_halotolerans	Bacteroides_stercorirosoris	NA
Staphylococcus_aureus	Bacteroides_stercorirosoris	NA
Staphylococcus_lentus	Bacteroides_stercorirosoris	NA
Staphylococcus_nepalensis	Bacteroides_stercorirosoris	NA
Staphylococcus_sciuri	Bacteroides_stercorirosoris	NA
Staphylococcus_vitulinus	Bacteroides_stercorirosoris	NA
Staphylococcus_xylosus	Bacteroides_stercorirosoris	NA
Aerococcaceae_bacterium	Bacteroides_stercorirosoris	NA
Enterococcus_faecalis	Bacteroides_stercorirosoris	NA
Enterococcus_gallinarum	Bacteroides_stercorirosoris	NA
Enterococcus_hirae	Bacteroides_stercorirosoris	NA
Lactobacillus_intestinalis	Bacteroides_stercorirosoris	NA
Lactobacillus_johnsonii	Bacteroides_stercorirosoris	NA
Lactobacillus_murinus	Bacteroides_stercorirosoris	NA
Lactobacillus_reuteri	Bacteroides_stercorirosoris	NA
Lactobacillus_taiwanensis	Bacteroides_stercorirosoris	NA
Streptococcus_acidominimus	Bacteroides_stercorirosoris	NA
Clostridium_sp_ASF356	Bacteroides_stercorirosoris	NA
Clostridium_sp_ASF502	Bacteroides_stercorirosoris	NA
Eubacterium_plexicaudatum	Bacteroides_stercorirosoris	NA
Eubacterium_sp_14_2	Bacteroides_stercorirosoris	NA
Acetatifactor_muris	Bacteroides_stercorirosoris	NA
Dorea_sp_5_2	Bacteroides_stercorirosoris	NA
Clostridium_symbiosum	Bacteroides_stercorirosoris	NA
Eubacterium_rectale	Bacteroides_stercorirosoris	NA
Lachnospiraceae_bacterium_10_1	Bacteroides_stercorirosoris	NA
Lachnospiraceae_bacterium_28_4	Bacteroides_stercorirosoris	NA
Lachnospiraceae_bacterium_3_1	Bacteroides_stercorirosoris	NA
Lachnospiraceae_bacterium_3_2	Bacteroides_stercorirosoris	NA
Lachnospiraceae_bacterium_A2	Bacteroides_stercorirosoris	NA
Lachnospiraceae_bacterium_A4	Bacteroides_stercorirosoris	NA
Lachnospiraceae_bacterium_COE1	Bacteroides_stercorirosoris	NA
Lachnospiraceae_bacterium_M18_1	Bacteroides_stercorirosoris	NA
Oscillibacter_sp_1_3	Bacteroides_stercorirosoris	NA
Romboutsia_ilealis	Bacteroides_stercorirosoris	NA
Acutalibacter_muris	Bacteroides_stercorirosoris	NA
Anaerotruncus_sp_G3_2012	Bacteroides_stercorirosoris	NA
Ruthenibacterium_lactatiformans	Bacteroides_stercorirosoris	NA
Clostridium_cocleatum	Bacteroides_stercorirosoris	NA
Clostridium_innocuum	Bacteroides_stercorirosoris	NA
Faecalibaculum_rodentium	Bacteroides_stercorirosoris	NA
Ileibacterium_valens	Bacteroides_stercorirosoris	NA
Firmicutes_bacterium_ASF500	Bacteroides_stercorirosoris	NA
Parasutterella_excrementihominis	Bacteroides_stercorirosoris	NA
Turicimonas_muris	Bacteroides_stercorirosoris	NA
Desulfovibrionaceae_bacterium	Bacteroides_stercorirosoris	NA
Helicobacter_apodemus	Bacteroides_stercorirosoris	NA
Helicobacter_cinaedi	Bacteroides_stercorirosoris	NA
Helicobacter_ganmani	Bacteroides_stercorirosoris	NA
Helicobacter_hepaticus	Bacteroides_stercorirosoris	NA
Helicobacter_magdeburgensis	Bacteroides_stercorirosoris	NA
Helicobacter_typhlonius	Bacteroides_stercorirosoris	NA
Enterobacter_cloacae_complex	Bacteroides_stercorirosoris	NA
Escherichia_coli	Bacteroides_stercorirosoris	NA
Proteus_hauseri	Bacteroides_stercorirosoris	NA
Proteus_mirabilis	Bacteroides_stercorirosoris	NA
Acinetobacter_baumannii	Bacteroides_stercorirosoris	NA
Proteobacteria_bacterium_CAG_139	Bacteroides_stercorirosoris	NA
Akkermansia_muciniphila	Bacteroides_stercorirosoris	NA
Bacteroides_uniformis	Bacteroides_thetaiotaomicron	0.771249317
Bacteroides_vulgatus	Bacteroides_thetaiotaomicron	0.341223794
Bacteroides_xylanisolvens	Bacteroides_thetaiotaomicron	0.570362784
Muribaculaceae_bacterium_DSM_103720	Bacteroides_thetaiotaomicron	0.039708154
Muribaculum_intestinale	Bacteroides_thetaiotaomicron	NA
Butyricimonas_virosa	Bacteroides_thetaiotaomicron	NA
Prevotella_sp_MGM2	Bacteroides_thetaiotaomicron	0.560797629
Alistipes_indistinctus	Bacteroides_thetaiotaomicron	0.179184778
Alistipes_shahii	Bacteroides_thetaiotaomicron	0.81268113
Alistipes_timonensis	Bacteroides_thetaiotaomicron	NA
Parabacteroides_distasonis	Bacteroides_thetaiotaomicron	0.002687859
Parabacteroides_goldsteinii	Bacteroides_thetaiotaomicron	0.111543159
Parabacteroides_johnsonii	Bacteroides_thetaiotaomicron	NA
Parabacteroides_merdae	Bacteroides_thetaiotaomicron	NA
Mucispirillum_schaedleri	Bacteroides_thetaiotaomicron	0.008405739
Jeotgalicoccus_halotolerans	Bacteroides_thetaiotaomicron	NA
Staphylococcus_aureus	Bacteroides_thetaiotaomicron	NA
Staphylococcus_lentus	Bacteroides_thetaiotaomicron	0.778332267
Staphylococcus_nepalensis	Bacteroides_thetaiotaomicron	0.778332267
Staphylococcus_sciuri	Bacteroides_thetaiotaomicron	0.911930209
Staphylococcus_vitulinus	Bacteroides_thetaiotaomicron	0.693312146
Staphylococcus_xylosus	Bacteroides_thetaiotaomicron	NA
Aerococcaceae_bacterium	Bacteroides_thetaiotaomicron	NA
Enterococcus_faecalis	Bacteroides_thetaiotaomicron	NA
Enterococcus_gallinarum	Bacteroides_thetaiotaomicron	NA
Enterococcus_hirae	Bacteroides_thetaiotaomicron	NA
Lactobacillus_intestinalis	Bacteroides_thetaiotaomicron	NA
Lactobacillus_johnsonii	Bacteroides_thetaiotaomicron	0.657777165
Lactobacillus_murinus	Bacteroides_thetaiotaomicron	0.690311146
Lactobacillus_reuteri	Bacteroides_thetaiotaomicron	0.281702229
Lactobacillus_taiwanensis	Bacteroides_thetaiotaomicron	NA
Streptococcus_acidominimus	Bacteroides_thetaiotaomicron	NA
Clostridium_sp_ASF356	Bacteroides_thetaiotaomicron	0.22711942
Clostridium_sp_ASF502	Bacteroides_thetaiotaomicron	0.08783155
Eubacterium_plexicaudatum	Bacteroides_thetaiotaomicron	0.766583768
Eubacterium_sp_14_2	Bacteroides_thetaiotaomicron	0.876106959
Acetatifactor_muris	Bacteroides_thetaiotaomicron	0.208928784
Dorea_sp_5_2	Bacteroides_thetaiotaomicron	0.44370181
Clostridium_symbiosum	Bacteroides_thetaiotaomicron	NA
Eubacterium_rectale	Bacteroides_thetaiotaomicron	NA
Lachnospiraceae_bacterium_10_1	Bacteroides_thetaiotaomicron	NA
Lachnospiraceae_bacterium_28_4	Bacteroides_thetaiotaomicron	0.741010769
Lachnospiraceae_bacterium_3_1	Bacteroides_thetaiotaomicron	0.144867896
Lachnospiraceae_bacterium_3_2	Bacteroides_thetaiotaomicron	0.000237812
Lachnospiraceae_bacterium_A2	Bacteroides_thetaiotaomicron	0.297707631
Lachnospiraceae_bacterium_A4	Bacteroides_thetaiotaomicron	0.794599309
Lachnospiraceae_bacterium_COE1	Bacteroides_thetaiotaomicron	0.885816825
Lachnospiraceae_bacterium_M18_1	Bacteroides_thetaiotaomicron	0.245632217
Oscillibacter_sp_1_3	Bacteroides_thetaiotaomicron	0.3721858
Romboutsia_ilealis	Bacteroides_thetaiotaomicron	NA
Acutalibacter_muris	Bacteroides_thetaiotaomicron	0.515669983
Anaerotruncus_sp_G3_2012	Bacteroides_thetaiotaomicron	0.425565191
Ruthenibacterium_lactatiformans	Bacteroides_thetaiotaomicron	0.395644083
Clostridium_cocleatum	Bacteroides_thetaiotaomicron	0.079655587
Clostridium_innocuum	Bacteroides_thetaiotaomicron	NA
Faecalibaculum_rodentium	Bacteroides_thetaiotaomicron	0.769436011
Ileibacterium_valens	Bacteroides_thetaiotaomicron	NA
Firmicutes_bacterium_ASF500	Bacteroides_thetaiotaomicron	0.009268806
Parasutterella_excrementihominis	Bacteroides_thetaiotaomicron	0.154704742
Turicimonas_muris	Bacteroides_thetaiotaomicron	NA
Desulfovibrionaceae_bacterium	Bacteroides_thetaiotaomicron	NA
Helicobacter_apodemus	Bacteroides_thetaiotaomicron	NA
Helicobacter_cinaedi	Bacteroides_thetaiotaomicron	NA
Helicobacter_ganmani	Bacteroides_thetaiotaomicron	0.11553371
Helicobacter_hepaticus	Bacteroides_thetaiotaomicron	0.024593622
Helicobacter_magdeburgensis	Bacteroides_thetaiotaomicron	NA
Helicobacter_typhlonius	Bacteroides_thetaiotaomicron	0.017677443
Enterobacter_cloacae_complex	Bacteroides_thetaiotaomicron	NA
Escherichia_coli	Bacteroides_thetaiotaomicron	0.842452467
Proteus_hauseri	Bacteroides_thetaiotaomicron	NA
Proteus_mirabilis	Bacteroides_thetaiotaomicron	0.18872378
Acinetobacter_baumannii	Bacteroides_thetaiotaomicron	NA
Proteobacteria_bacterium_CAG_139	Bacteroides_thetaiotaomicron	NA
Akkermansia_muciniphila	Bacteroides_thetaiotaomicron	0.85613051
Bacteroides_vulgatus	Bacteroides_uniformis	0.000229522
Bacteroides_xylanisolvens	Bacteroides_uniformis	0.103506815
Muribaculaceae_bacterium_DSM_103720	Bacteroides_uniformis	0.311733968
Muribaculum_intestinale	Bacteroides_uniformis	NA
Butyricimonas_virosa	Bacteroides_uniformis	NA
Prevotella_sp_MGM2	Bacteroides_uniformis	2.97e-05
Alistipes_indistinctus	Bacteroides_uniformis	0.177957576
Alistipes_shahii	Bacteroides_uniformis	0.020618399
Alistipes_timonensis	Bacteroides_uniformis	NA
Parabacteroides_distasonis	Bacteroides_uniformis	0.025646566
Parabacteroides_goldsteinii	Bacteroides_uniformis	0.871136406
Parabacteroides_johnsonii	Bacteroides_uniformis	NA
Parabacteroides_merdae	Bacteroides_uniformis	NA
Mucispirillum_schaedleri	Bacteroides_uniformis	0.091167633
Jeotgalicoccus_halotolerans	Bacteroides_uniformis	NA
Staphylococcus_aureus	Bacteroides_uniformis	NA
Staphylococcus_lentus	Bacteroides_uniformis	0.462365063
Staphylococcus_nepalensis	Bacteroides_uniformis	0.462365063
Staphylococcus_sciuri	Bacteroides_uniformis	0.355353656
Staphylococcus_vitulinus	Bacteroides_uniformis	0.778332267
Staphylococcus_xylosus	Bacteroides_uniformis	NA
Aerococcaceae_bacterium	Bacteroides_uniformis	NA
Enterococcus_faecalis	Bacteroides_uniformis	NA
Enterococcus_gallinarum	Bacteroides_uniformis	NA
